DATE,ID,URL,CONTENT,USER,REPLYCOUNT,RETWEETCOUNT,LANGUAGE,SOURCE,LIKECOUNT
2023-02-28 11:48:31+00:00,1630535413759901699,https://twitter.com/OTTSandeep/status/1630535413759901699,"Telugu film #ButtaBomma will premiere on Netflix India on March 4th.

Also in Tam, Kan, Mal. https://t.co/80mAAOt7xc",https://twitter.com/OTTSandeep,1,9,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",71
2023-02-28 11:45:37+00:00,1630534685808885760,https://twitter.com/Anshuma12603770/status/1630534685808885760,@KatrinaKaifCafe @yrf @NetflixIndia She is so beautiful 💋,https://twitter.com/Anshuma12603770,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-28 11:38:58+00:00,1630533011664953347,https://twitter.com/Tarunkapoor24x7/status/1630533011664953347,"@RockWithboAt @RanveerOfficial @NetflixIndia The title RockWithboat should be replaced with ShockWithboat , as the shocking surprise the service is zero &amp; even a brand new product is faulty you have to go through a long process and even after spending weeks in this process the refurbished product will be given to you.",https://twitter.com/Tarunkapoor24x7,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-28 11:38:11+00:00,1630532813819883523,https://twitter.com/Aishvi11/status/1630532813819883523,"@NetflixIndia
Veer and Saba &gt;&gt; Guzmaan and Nadia https://t.co/91d4yqDZkL",https://twitter.com/Aishvi11,0,0,nl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 11:35:09+00:00,1630532053145112576,https://twitter.com/baguette775/status/1630532053145112576,"I had a dude from India hack my netflix and he changed the account names (in hindi) to ""go fuck yourself motherfucker"". 

I'm the one who's supposed to be mad at you man....",https://twitter.com/baguette775,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 11:28:04+00:00,1630530269978701827,https://twitter.com/Ameen__Xo/status/1630530269978701827,GUNS &amp; GULAABS via @NetflixIndia https://t.co/YwFUgbwbXB,https://twitter.com/Ameen__Xo,1,2,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
2023-02-28 11:20:04+00:00,1630528254745673729,https://twitter.com/aadisapkota/status/1630528254745673729,@Aahil_Srk @NetflixIndia @DharmaMovies @iamsrk Aaaj se raat ko kabhi albida naa kehna dekh Raha tha abhi pura dekhne laga tha mil nahi raha,https://twitter.com/aadisapkota,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 11:19:25+00:00,1630528092887465984,https://twitter.com/jeet3chaudhari/status/1630528092887465984,"@Saffron_Sn @netflix @netflix @NetflixIndia please take action, he has hurt my sentiments.",https://twitter.com/jeet3chaudhari,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 11:16:21+00:00,1630527319046606848,https://twitter.com/Marathonswift/status/1630527319046606848,"My ★★ review of RRR on @letterboxd: https://t.co/Lw5rQkCVnl

The big movie from India via Netflix breaking all the box office records is a lot of fun but with unintentional laughable dialogue and acting. Such a pity #RRR",https://twitter.com/Marathonswift,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 11:16:12+00:00,1630527281797152768,https://twitter.com/FilmySasi/status/1630527281797152768,"@NetflixIndia YJHD, obviously. It's not a film but an extended music video.",https://twitter.com/FilmySasi,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-28 11:15:44+00:00,1630527165606273027,https://twitter.com/SkCineUpdates/status/1630527165606273027,"#ButtaBomma Streaming From March 4th on @NetflixIndia

Tamil, Telugu, Kannada, Malayalam https://t.co/TNcJ8PC1kC",https://twitter.com/SkCineUpdates,0,1,et,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
2023-02-28 11:13:14+00:00,1630526534258921472,https://twitter.com/CinemaRareIN/status/1630526534258921472,"Telugu film #ButtaBomma (2023) premieres March 4th on @NetflixIndia.

#AnikhaSurendran @iam_arjundas  #SuryaVashistta @shourie_t @NavinNooli @vamsi84 #SaiSoujanya @SitharaEnts @Fortune4Cinemas @adityamusic @Netflix_INSouth https://t.co/k3kR8DBBI5",https://twitter.com/CinemaRareIN,1,8,pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18
2023-02-28 11:11:31+00:00,1630526104820756480,https://twitter.com/Angelamirela777/status/1630526104820756480,"@yrf @NetflixIndia @SmritiMundhra The Romantics movie is actually a great documentary about the true history of Yash Raj Film company.
At few episodes i have even cryied ...due to emotions ...
Congratulations for this remarcable documentary 👏🏻💐👍🏻❤️❤️❤️🇮🇳🇮🇳🇮🇳",https://twitter.com/Angelamirela777,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 11:09:46+00:00,1630525661743030274,https://twitter.com/jpranav20/status/1630525661743030274,"Bhai @NetflixIndia
@PrimeVideoIN
@DisneyPlusHS
@SukanyaVerma
@Vasan_Bala
@anuragkashyap72
Great Idea for a new Series #looteridulhan
https://t.co/NXzoTQpAUD",https://twitter.com/jpranav20,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 11:00:21+00:00,1630523295178297344,https://twitter.com/gaurav_malode/status/1630523295178297344,"@RaunaqMangottil Too confused with what's on Netflix India.
You helped me discover Athena.
Now please suggest a good movie streaming right now probably English or a show with just 1-2season.",https://twitter.com/gaurav_malode,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 10:57:42+00:00,1630522625427480576,https://twitter.com/OTTGlobaI/status/1630522625427480576,"#RanaNaidu coming to NetflixIndia from March 10, 2023. https://t.co/7QUsnHeaaU",https://twitter.com/OTTGlobaI,0,0,en,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",5
2023-02-28 10:51:34+00:00,1630521082641018881,https://twitter.com/srkkhammamfc/status/1630521082641018881,"Watch beautiful @yrf Romantics on @NetflixIndia

@iamsrk 

@itsKajolD 

The Magic of #yrf 

Come fall in love all over again 💕 https://t.co/3J3qEUoYL5",https://twitter.com/srkkhammamfc,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7
2023-02-28 10:51:20+00:00,1630521022792302592,https://twitter.com/N27NEWS/status/1630521022792302592,"नेटफ्लिक्स सब्सक्रिप्शन अब आपको मिलेगा आधी कीमत पर.
Netflix subscription at half price.

#n27news #digitalnew #news #hindinews #netflix #subscription #netflixindia
.
.
https://t.co/cATdkYhSgA",https://twitter.com/N27NEWS,0,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-28 10:50:01+00:00,1630520692725932032,https://twitter.com/snufflessxx/status/1630520692725932032,@vedinotvedya @NetflixIndia helluu,https://twitter.com/snufflessxx,0,0,et,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 10:49:58+00:00,1630520678729547776,https://twitter.com/SureshR05519839/status/1630520678729547776,@Saffron_Sn @netflix Ban #Netflix in India @AmitShah @BJP4India,https://twitter.com/SureshR05519839,0,0,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 10:46:20+00:00,1630519768200667137,https://twitter.com/e4mtweets/status/1630519768200667137,@anuragbatrayo @nawalahuja @karanbhatias @NijayNNair @AdfactorsPR @parveezmodak @MSLGROUP_India @vandyysandyy @GenesisBCW #BeedishaChakrabarti @Archetype_IN @meluha2016 @AkasaAir @nehamehro @avianWE @GulyaniKaruna @NetflixIndia @rahul_dev_mehta @mediamantrapr @RitikaJauhari @SPAGAsia @nidhimverma @ACKOIndia,https://twitter.com/e4mtweets,0,0,qme,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0
2023-02-28 10:43:55+00:00,1630519157325275137,https://twitter.com/toygerOp/status/1630519157325275137,@NetflixIndia https://t.co/knfDVrTjXD,https://twitter.com/toygerOp,0,0,qme,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 10:42:20+00:00,1630518759432814594,https://twitter.com/RoddaArunkumar/status/1630518759432814594,@shraddhadas43 @NetflixIndia @FridayStorytel1 Hi darling how are you,https://twitter.com/RoddaArunkumar,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 10:41:11+00:00,1630518469065318400,https://twitter.com/BoxOfficeWorld_/status/1630518469065318400,"#RanaNaidu coming to @NetflixIndia from March 10, 2023. https://t.co/nZ6AS3NWaC",https://twitter.com/BoxOfficeWorld_,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",20
2023-02-28 10:39:23+00:00,1630518017422680064,https://twitter.com/AJosephRavi1/status/1630518017422680064,"#Thunivu has crossed ₹3️⃣3️⃣0️⃣ Crs Gross Mark at the Worldwide Box Office.🔥🔥🙏❤ #AjithKumar sir
#ThunivuPongal #NoGutsNoGlory #HVinoth
@zeestudios_ @bayviewprojoffl @redgiantmovies @kalaignartv_off @netflixindia #RomeoPictures @mynameisraahul @sureshchandraa #AK62 #AK63 https://t.co/5LKEPSyjxr",https://twitter.com/AJosephRavi1,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 10:32:52+00:00,1630516377114263552,https://twitter.com/iamanjali16/status/1630516377114263552,@NetflixIndia Jo Dil Ko Chura ke bhaag gaya hai uska kya kare Netflix?,https://twitter.com/iamanjali16,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 10:32:38+00:00,1630516316972158977,https://twitter.com/iamanjali16/status/1630516316972158977,@NetflixIndia Where's the Graphic Warning 😭,https://twitter.com/iamanjali16,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 10:31:38+00:00,1630516067465404418,https://twitter.com/DharmaPersona12/status/1630516067465404418,"@starsmita1 @Anshulspiritual @hasanminhaj @NetflixIndia why did you love hasan minhaj?

he was always anti-hindu only...",https://twitter.com/DharmaPersona12,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2
2023-02-28 10:21:45+00:00,1630513577902895106,https://twitter.com/Lastnamekeshri/status/1630513577902895106,@SimplyARMAAN @NetflixIndia You are so dedicated towards your work.,https://twitter.com/Lastnamekeshri,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 10:17:00+00:00,1630512384065384448,https://twitter.com/LeJandu/status/1630512384065384448,@NetflixIndia @netflix Not sure why you’re depriving the Indian audience of the beauty that is Avatar the Last Airbender. Please stream it in India.,https://twitter.com/LeJandu,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 10:13:18+00:00,1630511453458366465,https://twitter.com/MindySil1/status/1630511453458366465,@NetflixIndia Why is Nocebo not available in India?,https://twitter.com/MindySil1,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 10:12:16+00:00,1630511194741288960,https://twitter.com/Mainhumadhubala/status/1630511194741288960,@NetflixIndia He is so funny 😭😭,https://twitter.com/Mainhumadhubala,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 10:03:12+00:00,1630508912179916801,https://twitter.com/ShresthaTiwari4/status/1630508912179916801,#Holi #Holi2023 #holiday #Pathaan #movie #Love #water #India #NarendraModi #Bharat #netflix #hindi #bharatjodoyatra #diwali #festival https://t.co/mFKA6IL9dT,https://twitter.com/ShresthaTiwari4,0,0,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-28 10:00:53+00:00,1630508327426998272,https://twitter.com/crafton_gamer/status/1630508327426998272,@julfi7632 @NetflixIndia You can still try it once it's a emotional movie,https://twitter.com/crafton_gamer,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:59:04+00:00,1630507871409692672,https://twitter.com/Nazim41414/status/1630507871409692672,@ashwinmushran @NetflixIndia @SoundnVisionInd 축하해,https://twitter.com/Nazim41414,0,0,ko,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:58:00+00:00,1630507603234095104,https://twitter.com/IamanMCA/status/1630507603234095104,"Netflix India Top 10 Trending Movies 
#WeHaveAGhost
#Cirkus
#NanpakalNerathuMayakkam
#ThunivuHindi
#AQuietPlacePart2
#MissionMajnu
#Thunivu
#AnActionHero
#DSPHindi
#MissionImpossibleFallout

Bro Almost 40 Hours avthundi
#WaltairVeerayya Rlz ayyi inka Trending loki Raledu!!!!",https://twitter.com/IamanMCA,0,2,da,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7
2023-02-28 09:56:38+00:00,1630507258047078400,https://twitter.com/Abhijit70470032/status/1630507258047078400,@KatrinaKaifCafe @yrf @NetflixIndia Currently at halfway.,https://twitter.com/Abhijit70470032,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:54:37+00:00,1630506751656337408,https://twitter.com/Jarsaniya_NM/status/1630506751656337408,"@SonyLIV @SonyLIVHelps @SonyLIVIntl 

Why do I get ads on the premium subscription of SonyLiv?

I don't see any ads @PrimeVideoIN and @NetflixIndia.

And Ads will be 30 Second long.",https://twitter.com/Jarsaniya_NM,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:52:40+00:00,1630506261019238401,https://twitter.com/julfi7632/status/1630506261019238401,@NetflixIndia now a days don't have interest on all this movie..  requested to give more beautiful movies .. Thank you team Netfilx_India,https://twitter.com/julfi7632,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 09:51:20+00:00,1630505924988383232,https://twitter.com/ShubhPandey6/status/1630505924988383232,@zoo_bear This is better than standup comedy 😂😂. @NetflixIndia ko iska ek special nikalana chahiye 😂,https://twitter.com/ShubhPandey6,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:51:02+00:00,1630505847746084864,https://twitter.com/LonelinessPers2/status/1630505847746084864,"@NetflixIndia Dub Korean Series, Agent Elvis, Alice in Borderland, All of us are Dead and You in Tamil and Telugu",https://twitter.com/LonelinessPers2,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:50:50+00:00,1630505797582229511,https://twitter.com/hydbadshah/status/1630505797582229511,@NetflixIndia my ice cream in Sunmer,https://twitter.com/hydbadshah,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 09:50:09+00:00,1630505628342026242,https://twitter.com/SimplyARMAAN/status/1630505628342026242,@NetflixIndia Pehle Al Pacino ki movies add karle https://t.co/FjVbBudzO6,https://twitter.com/SimplyARMAAN,0,0,et,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:50:07+00:00,1630505619223609344,https://twitter.com/APROCKER2/status/1630505619223609344,@tamil_anime @santhu954255 @NetflixIndia Avan dubakoor bro vidunga,https://twitter.com/APROCKER2,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:44:11+00:00,1630504126630236160,https://twitter.com/niggeroid018/status/1630504126630236160,@NetflixIndia https://t.co/vHzrcbAB7h,https://twitter.com/niggeroid018,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 09:43:59+00:00,1630504075115524096,https://twitter.com/hacker_Boy_Rish/status/1630504075115524096,"@iHrithik @SrBachchan @SunitaGowariker @RonnieScrewvala @arrahman @Javedakhtarjadu @kirandeohans @avigowariker @agppl @utvfilms @sonymusicindia @StarGoldIndia @NetflixIndia Shame on this film star for endorsing unethical practices! How can they promote destructive ads like Rummy and Gutkha? And now, @rummycircle is sending me fake messages even though I never installed the app. Privacy concerns at its worst. #unethicaladvertising #privacyconcerns https://t.co/wl4fzlFzYU",https://twitter.com/hacker_Boy_Rish,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 09:40:03+00:00,1630503083750088710,https://twitter.com/tamilmemes30/status/1630503083750088710,"#buttabomma @NetflixIndia 🎬💥

#AnikhaSurendran | #arjundas | #Suryavasishta https://t.co/Qmz1rX63B1",https://twitter.com/tamilmemes30,0,2,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",49
2023-02-28 09:36:51+00:00,1630502279269720064,https://twitter.com/bandhikahaani/status/1630502279269720064,@NetflixIndia Ankit Sethi is ♥️♥️♥️♥️,https://twitter.com/bandhikahaani,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 09:31:57+00:00,1630501045112807424,https://twitter.com/Bend_the_kneee/status/1630501045112807424,"@NetflixIndia chk comments follow the case  and made a movie on it when it’s done 
@RajkummarRao as  driver and @AkshayeOfficial as police inspector.",https://twitter.com/Bend_the_kneee,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 09:13:37+00:00,1630496433114845188,https://twitter.com/tcassist3/status/1630496433114845188,"#Infinix24Y1 Smart TV launched in India @6799

24"" HD LED (250-nits)
512MB RAM, 4GB internal mem
Chromecast built-in
Netflix, Prime Video, Disney+Hotstar and YouTube
Wi-Fi (2.4 GHz), Bluetooth, 2 x HDMI, AV, USB 2.0 x 2, Ethernet, Optical Output, AV port
16W speakers, Dolby Audio https://t.co/pgvc4KDSz1",https://twitter.com/tcassist3,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:10:34+00:00,1630495666815520768,https://twitter.com/sirajahmed42196/status/1630495666815520768,"Passenger Ankit Sethi has boarded flight #ChorNikalKeBhaga with some thrilling plans in mind. Aap bhi board kariye flight 24th March ko only on Netflix to find out if his plans work out ✈️
 
@yamigautam @sunnykaushal89 @NetflixIndia  @SharadK7 @Indraneil0809 @ajaysinghmail #Di https://t.co/IjBeYCG4Ah",https://twitter.com/sirajahmed42196,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2
2023-02-28 09:09:37+00:00,1630495425613508610,https://twitter.com/Meandmytanhaaye/status/1630495425613508610,@Dishasatra @NetflixIndia Hamara bhi match kara do @Dishasatra Madam!! 🥺🥺,https://twitter.com/Meandmytanhaaye,0,0,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 09:09:33+00:00,1630495411491287043,https://twitter.com/AtifAwan2/status/1630495411491287043,"@NetflixIndia
https://t.co/zplLsLrv5m",https://twitter.com/AtifAwan2,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:04:25+00:00,1630494118823723009,https://twitter.com/AK_Devil_/status/1630494118823723009,@Mahendi69562195 @zeemusicsouth @BoneyKapoor @ZeeStudios_ @BayViewProjOffl @redgiantmovies @kalaignartv_off @NetflixIndia @mynameisraahul Sonna Oomba ready ya irukiya🍌🤣,https://twitter.com/AK_Devil_,0,0,et,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 09:03:33+00:00,1630493900883513344,https://twitter.com/tarasutaria_fp/status/1630493900883513344,"Wtf @NetflixIndia !!! You actually removed those movies?😭😭
All my comfort movies are gone!!!🤬",https://twitter.com/tarasutaria_fp,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 08:55:15+00:00,1630491809104396288,https://twitter.com/LogicalVoice/status/1630491809104396288,"@MrSinha_ @JaiShriRam10008 @hasanminhaj @NetflixIndia @netflix this is derogatory to our #lordGanesh  and would not be tolerated. 
Consider this a fair warning to take down this content else legal action for hurting sentiments of over 1 billion people will be initiated. 
@AmitShah @myogiadityanath @PMOIndia @RSSorg @VHPDigital",https://twitter.com/LogicalVoice,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-28 08:54:18+00:00,1630491573187403776,https://twitter.com/MissChief01/status/1630491573187403776,"@MrMadMeta @NetflixIndia @mammukka @iamramyapandian It’s a Malayalam movie, boss? I understand Malayalam because my amma is a Keralite! ☺️",https://twitter.com/MissChief01,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3
2023-02-28 08:53:31+00:00,1630491374733901824,https://twitter.com/humour_being_16/status/1630491374733901824,@vedinotvedya @NetflixIndia Hellloo!,https://twitter.com/humour_being_16,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 08:53:27+00:00,1630491359302877184,https://twitter.com/IndusGold/status/1630491359302877184,@netflix will bind up from india in next one year or so.,https://twitter.com/IndusGold,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 08:50:52+00:00,1630490708414177280,https://twitter.com/9moonburn/status/1630490708414177280,@vedinotvedya @NetflixIndia So I'm at the same level as SWIGGY ?!?!?! OKAY 😭,https://twitter.com/9moonburn,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-28 08:49:33+00:00,1630490377403912193,https://twitter.com/PraveeGv/status/1630490377403912193,"#ManOfMassesCHIRANJEEVi #MegastarChiranjeevi @KChiruTweets🔵🔵
Put your hands in the air if you're excited for Waltair 🙌
#WaltairVeerayya is now streaming 💥
@NetflixIndia  &amp; @Netflix_INSouth👇👇👇 https://t.co/1B2y14V65D",https://twitter.com/PraveeGv,0,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",10
2023-02-28 08:48:23+00:00,1630490084284968962,https://twitter.com/StarryEy3dx/status/1630490084284968962,@vedinotvedya @NetflixIndia Next level twitter circle💀😭,https://twitter.com/StarryEy3dx,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 08:47:52+00:00,1630489953657565185,https://twitter.com/MTapree/status/1630489953657565185,"Why have I never heard of this underrated gem on @NetflixIndia ?
Thai Massage 
superb movie . 
@raogajraj sir 😍😍",https://twitter.com/MTapree,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 08:47:11+00:00,1630489780948717568,https://twitter.com/pappuRa69478357/status/1630489780948717568,@iamRashmika @NetflixIndia You look so beautiful,https://twitter.com/pappuRa69478357,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-28 08:42:21+00:00,1630488565917581313,https://twitter.com/vedinotvedya/status/1630488565917581313,"Wait a goddamn sec! 
How is @NetflixIndia here in my twitter circle👀😭🫂
And others heyyy!!!!💖💖 https://t.co/cUVewS5jUB",https://twitter.com/vedinotvedya,6,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6
